name,city,state,region,highest_degree,control,gender,admission_rate,sat_avg,undergrads,tuition,faculty_salary_avg,loan_default_rate,median_debt,lon,lat
Lawrence Technological University,Southfield,MI,Midwest,Graduate,Private,CoEd,0.5742,1127,2798,30200,7570,50,27000,-83.2218731,42.4733688
Adrian College,Adrian,MI,Midwest,Graduate,Private,CoEd,0.6189,1009,1570,32660,7637,78,27000,-84.0371659,41.8975471
Saginaw Valley State University,University Center,MI,Midwest,Graduate,Public,CoEd,0.7996,1030,8453,8691,7644,71,27000,-83.984501,43.5375937
Kettering University,Flint,MI,Midwest,Graduate,Private,CoEd,0.7164,1223,1689,36980,7786,35,27000,-83.6874562,43.0125274
Hope College,Holland,MI,Midwest,Bachelor,Private,CoEd,0.7741,1185,3312,29560,7922,22,27000,-86.1089301,42.7875235
College for Creative Studies,Detroit,MI,Midwest,Graduate,Private,CoEd,0.4561,1010,1376,37092,8298,55,27000,-83.0457538,42.331427
Central Michigan University,Mount Pleasant,MI,Midwest,Graduate,Public,CoEd,0.6927,1050,20297,11550,8439,55,27000,-84.7675139,43.5978075
Finlandia University,Hancock,MI,Midwest,Bachelor,Private,CoEd,0.4545,910,464,21480,4693,113,27500,-88.5809563,47.1268714
University of Michigan-Flint,Flint,MI,Midwest,Graduate,Public,CoEd,0.7864,993,6565,9694,7838,78,27500,-83.6874562,43.0125274
Andrews University,Berrien Springs,MI,Midwest,Graduate,Private,CoEd,0.3688,1081,1629,26256,4979,53,27750,-86.338905,41.9464342
Marygrove College,Detroit,MI,Midwest,Graduate,Private,CoEd,0.4842,800,881,20336,6030,72,35500,-83.0457538,42.331427
Carleton College,Northfield,MN,Midwest,Bachelor,Private,CoEd,0.2277,1408,2042,47736,11246,4,17500,-93.161604,44.4582983
Oak Hills Christian College,Bemidji,MN,Midwest,Bachelor,Private,CoEd,0.6667,964,124,15759,4136,38,19125,-94.8858492,47.4875361
University of Minnesota-Morris,Morris,MN,Midwest,Bachelor,Public,CoEd,0.6359,1148,1803,12583,6795,43,19157,-95.9188889,45.5919444
University of Minnesota-Crookston,Crookston,MN,Midwest,Bachelor,Public,CoEd,0.7196,1006,1876,11468,6835,78,19500,-96.6093911,47.7745617
University of Minnesota-Rochester,Rochester,MN,Midwest,Bachelor,Public,CoEd,0.3759,1112,479,13056,5941,26,20500,-92.4801989,44.0121221
Saint Mary's University of Minnesota,Winona,MN,Midwest,Graduate,Private,CoEd,0.7424,1067,1859,30315,6689,27,20500,-91.6663523,44.0553908
University of Minnesota-Twin Cities,Minneapolis,MN,Midwest,Graduate,Public,CoEd,0.4535,1271,30135,13560,11091,26,20500,-93.2650108,44.977753
The College of Saint Scholastica,Duluth,MN,Midwest,Graduate,Private,CoEd,0.6618,1106,2788,32842,6668,35,21500,-92.1004852,46.7866719
Bemidji State University,Bemidji,MN,Midwest,Graduate,Public,CoEd,0.9353,1010,4386,8134,7585,57,21500,-94.8858492,47.4875361
Martin Luther College,New Ulm,MN,Midwest,Graduate,Private,CoEd,0.9732,1125,744,12920,5501,15,22194,-94.4593018,44.3144394
University of Northwestern-St Paul,Saint Paul,MN,Midwest,Graduate,Private,CoEd,0.6954,1110,1945,28726,6102,29,22250,-93.0899578,44.9537029
Minnesota State University Moorhead,Moorhead,MN,Midwest,Graduate,Public,CoEd,0.8419,1049,5496,7816,7745,59,22250,-96.7678039,46.8737648
Southwest Minnesota State University,Marshall,MN,Midwest,Graduate,Public,CoEd,0.6694,990,2359,8074,8046,66,22500,-95.7911916,44.448423
Minnesota State University-Mankato,Mankato,MN,Midwest,Graduate,Public,CoEd,0.6658,1010,12332,7574,8145,44,22997,-93.9993996,44.1635775
Saint Cloud State University,Saint Cloud,MN,Midwest,Graduate,Public,CoEd,0.8219,1010,10878,7553,8161,54,23185,-94.1632404,45.5579451
Winona State University,Winona,MN,Midwest,Graduate,Public,CoEd,0.6304,1050,7944,8750,7652,41,23664.5,-91.6663523,44.0553908
Macalester College,Saint Paul,MN,Midwest,Bachelor,Private,CoEd,0.3635,1354,2053,47195,9845,22,23747,-93.0899578,44.9537029
Bethel University,Saint Paul,MN,Midwest,Graduate,Private,CoEd,0.9543,1146,2936,32990,7599,27,24069,-93.0899578,44.9537029
Bethany Lutheran College,Mankato,MN,Midwest,Bachelor,Private,CoEd,0.7768,1070,503,24450,6442,53,25000,-93.9993996,44.1635775
University of Minnesota-Duluth,Duluth,MN,Midwest,Graduate,Public,CoEd,0.7678,1110,9120,12802,7678,28,25190,-92.1004852,46.7866719
Hamline University,Saint Paul,MN,Midwest,Graduate,Private,CoEd,0.6959,1101,2157,36270,6391,32,25500,-93.0899578,44.9537029
North Central University,Minneapolis,MN,Midwest,Bachelor,Private,CoEd,0.912,1062,928,20776,6900,46,25500,-93.2650108,44.977753
College of Saint Benedict,Saint Joseph,MN,Midwest,Bachelor,Private,Women,0.8218,1179,2020,39402,8112,10,26000,-94.317966,45.5647724
Crown College,Saint Bonifacius,MN,Midwest,Graduate,Private,CoEd,0.284,1016,1032,23180,4691,39,26259,-93.7474636,44.9055181
University of St Thomas,Saint Paul,MN,Midwest,Graduate,Private,CoEd,0.8662,949,6080,36682,10006,21,26722.5,-93.0899578,44.9537029
Minneapolis College of Art and Design,Minneapolis,MN,Midwest,Graduate,Private,CoEd,0.6441,1088,658,34146,7182,56,26875,-93.2650108,44.977753
Concordia College at Moorhead,Moorhead,MN,Midwest,Graduate,Private,CoEd,0.6428,1166,2296,34114,7049,23,27000,-96.7678039,46.8737648
Augsburg College,Minneapolis,MN,Midwest,Graduate,Private,CoEd,0.6802,1074,2552,34431,7257,53,27000,-93.2650108,44.977753
Saint Johns University,Collegeville,MN,Midwest,Graduate,Private,Men,0.7876,1155,1789,38704,8167,2,27000,-94.3641026,45.5938815
St Olaf College,Northfield,MN,Midwest,Bachelor,Private,CoEd,0.5128,1292,2990,41700,8497,5,27000,-93.161604,44.4582983
St Catherine University,Saint Paul,MN,Midwest,Graduate,Private,Women,0.6721,1032,3399,36420,6948,49,28065,-93.0899578,44.9537029
Cottey College,Nevada,MO,Midwest,Bachelor,Private,Women,0.7063,1019,269,19300,6552,78,12000,-94.3546719,37.8392052
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,Midwest,Bachelor,Private,CoEd,0.6053,1050,1175,21830,5743,84,17093,-92.6837943,39.1458654
Midwestern Baptist Theological Seminary,Kansas City,MO,Midwest,Graduate,Private,CoEd,0.7636,970,346,5760,4798,30,19000,-94.5785667,39.0997265
Calvary Bible College and Theological Seminary,Kansas City,MO,Midwest,Graduate,Private,CoEd,1,1014,225,10600,3938,45,19399,-94.5785667,39.0997265
Rockhurst University,Kansas City,MO,Midwest,Graduate,Private,CoEd,0.7694,1164,1671,32865,6901,36,19950,-94.5785667,39.0997265
Washington University in St Louis,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.1713,1478,6913,46467,13731,14,20500,-90.1994042,38.6270025
University of Missouri-Kansas City,Kansas City,MO,Midwest,Graduate,Public,CoEd,0.6426,1129,8127,7774,8481,72,20605,-94.5785667,39.0997265
Southwest Baptist University,Bolivar,MO,Midwest,Graduate,Private,CoEd,0.6185,1070,2477,20840,5693,89,20990,-93.4104749,37.6144838
Missouri Southern State University,Joplin,MO,Midwest,Graduate,Public,CoEd,0.96,990,5076,5416,6002,115,21000,-94.513281,37.0842271
University of Missouri-St Louis,Saint Louis,MO,Midwest,Graduate,Public,CoEd,0.7578,1105,8936,8844,8340,76,21113.5,-90.1994042,38.6270025
Missouri Baptist University,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.6023,984,1706,22760,5430,59,21250,-90.1994042,38.6270025
University of Missouri-Columbia,Columbia,MO,Midwest,Graduate,Public,CoEd,0.7767,1166,27276,9433,9145,42,21647,-92.3340724,38.9517053
Evangel University,Springfield,MO,Midwest,Graduate,Private,CoEd,0.6453,1055,1788,20796,6185,64,22062,-93.2922989,37.2089572
Southeast Missouri State University,Cape Girardeau,MO,Midwest,Graduate,Public,CoEd,0.8478,1050,9382,7058,7060,101,22105,-89.5181476,37.3058839
Truman State University,Kirksville,MO,Midwest,Graduate,Public,CoEd,0.7448,1226,5394,7374,7095,39,22250,-92.5832496,40.1947539
William Woods University,Fulton,MO,Midwest,Graduate,Private,CoEd,0.763,1042,990,21260,5283,35,22282.5,-91.9479586,38.8467082
Missouri State University-Springfield,Springfield,MO,Midwest,Graduate,Public,CoEd,0.8503,1090,16177,7008,7303,73,22313,-93.2922989,37.2089572
University of Central Missouri,Warrensburg,MO,Midwest,Graduate,Public,CoEd,0.7795,1010,9017,7265,7008,88,22983,-93.7360498,38.7627893
Drury University,Springfield,MO,Midwest,Graduate,Private,CoEd,0.7441,1185,3790,23885,6567,147,23454,-93.2922989,37.2089572
Culver-Stockton College,Canton,MO,Midwest,Bachelor,Private,CoEd,0.5772,986,931,24050,4892,81,23702,-91.6251597,40.1250446
Maryville University of Saint Louis,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.7205,1137,2736,25884,7280,55,24000,-90.1994042,38.6270025
Webster University,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.7206,1105,3349,24600,8677,51,25000,-90.1994042,38.6270025
Missouri University of Science and Technology,Rolla,MO,Midwest,Graduate,Public,CoEd,0.8585,1283,6418,8961,10238,31,25000,-91.7715303,37.948544
Northwest Missouri State University,Maryville,MO,Midwest,Graduate,Public,CoEd,0.7658,1051,5222,6525,6547,78,25375,-94.8724706,40.3461017
Saint Louis University,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.6108,1239,7822,37966,9089,43,25500,-90.1994042,38.6270025
William Jewell College,Liberty,MO,Midwest,Bachelor,Private,CoEd,0.6283,1141,1043,31620,6480,56,26625,-94.4191177,39.2461138
Avila University,Kansas City,MO,Midwest,Graduate,Private,CoEd,0.5198,1038,1321,25700,6679,68,26625,-94.5785667,39.0997265
Fontbonne University,Saint Louis,MO,Midwest,Graduate,Private,CoEd,0.9061,1052,1121,22770,6267,61,26959,-90.1994042,38.6270025
Saint Louis Christian College,Florissant,MO,Midwest,Bachelor,Private,CoEd,0.9333,990,166,9145,4715,96,27000,-90.322614,38.789217
Stephens College,Columbia,MO,Midwest,Graduate,Private,Women,0.536,1064,667,28510,5451,60,27000,-92.3340724,38.9517053
Lindenwood University,Saint Charles,MO,Midwest,Graduate,Private,CoEd,0.5288,1038,7986,15580,5841,34,27000,-90.4974359,38.7881062
Kansas City Art Institute,Kansas City,MO,Midwest,Bachelor,Private,CoEd,0.5997,1086,650,35118,5906,102,27000,-94.5785667,39.0997265
Westminster College,Fulton,MO,Midwest,Bachelor,Private,CoEd,0.6634,1114,943,22560,5935,101,27000,-91.9479586,38.8467082
Mississippi University for Women,Columbus,MS,South,Graduate,Public,CoEd,0.9361,988,2316,5640,6070,75,14560,-88.4272627,33.4956744
University of Mississippi,University,MS,South,Graduate,Public,CoEd,0.8122,1098,17809,7096,8817,80,20500,-89.538443,34.3647324
William Carey University,Hattiesburg,MS,South,Graduate,Private,CoEd,0.5042,1080,2039,11400,5575,82,21376.5,-89.2903392,31.3271189
Delta State University,Cleveland,MS,South,Graduate,Public,CoEd,0.9234,968,2778,6562,6024,103,22500,-90.7248187,33.7440023
Mississippi State University,Mississippi State,MS,South,Graduate,Public,CoEd,0.7102,1126,15800,7140,8047,79,23537,-88.7903868,33.4555279
University of Southern Mississippi,Hattiesburg,MS,South,Graduate,Public,CoEd,0.6674,1029,11939,6980,7251,110,25000,-89.2903392,31.3271189
Rust College,Holly Springs,MS,South,Bachelor,Private,CoEd,0.3885,760,963,9286,4784,182,25966,-89.4486894,34.7675967
Mississippi College,Clinton,MS,South,Graduate,Private,CoEd,0.6304,1120,2942,15458,7369,61,26145,-90.3217585,32.3415342
Millsaps College,Jackson,MS,South,Graduate,Private,CoEd,0.5718,1178,762,33982,7367,54,27000,-90.1848103,32.2987573
Alcorn State University,Alcorn State,MS,South,Graduate,Public,CoEd,0.7844,872,3006,6200,6595,150,28000,-91.1372924,31.8742035
Jackson State University,Jackson,MS,South,Graduate,Public,CoEd,0.7047,911,7160,6602,7000,126,29500,-90.1848103,32.2987573
Mississippi Valley State University,Itta Bena,MS,South,Graduate,Public,CoEd,0.1633,825,1813,5916,5745,156,30362.5,-90.3198067,33.49512
Tougaloo College,Tougaloo,MS,South,Bachelor,Private,CoEd,0.403,864,895,10218,4889,135,32750,-90.1589761,32.3976436
Montana State University-Northern,Havre,MT,West,Graduate,Public,CoEd,1,917,1125,5480,5400,130,15873,-109.6840887,48.549999
Montana Tech of the University of Montana,Butte,MT,West,Graduate,Public,CoEd,0.9075,1125,1868,6494,7070,82,20667,-112.5347775,46.0038232
The University of Montana,Missoula,MT,West,Graduate,Public,CoEd,0.9272,1075,10969,6099,7988,99,23431,-113.996586,46.8787176
Montana State University,Bozeman,MT,West,Graduate,Public,CoEd,0.8385,1128,13117,6800,8381,48,24854,-111.0429339,45.6769979
Rocky Mountain College,Billings,MT,West,Graduate,Private,CoEd,0.6361,1031,903,24530,6385,82,25626,-108.5006904,45.7832856
Carroll College,Helena,MT,West,Bachelor,Private,CoEd,0.5753,1133,1410,29280,6336,34,27000,-112.0245054,46.5883707
Duke University,Durham,NC,South,Graduate,Private,CoEd,0.1141,1454,6480,47243,14904,6,7500,-78.898619,35.9940329
Carolinas College of Health Sciences,Charlotte,NC,South,Associate,Public,CoEd,0.1719,1013,483,13412,6278,6,13500,-80.8431267,35.2270869
Cabarrus College of Health Sciences,Concord,NC,South,Bachelor,Private,CoEd,0.8913,970,434,11636,6173,62,15800,-80.579511,35.4087517
Louisburg College,Louisburg,NC,South,Associate,Private,CoEd,0.421,775,697,16678,4316,194,16000,-78.301106,36.0990393
University of North Carolina at Chapel Hill,Chapel Hill,NC,South,Graduate,Public,CoEd,0.285,1328,17908,8336,10898,16,16149,-79.0558445,35.9131996
Davidson College,Davidson,NC,South,Bachelor,Private,CoEd,0.2167,1337,1765,45377,11828,13,16385,-80.8486846,35.4993031
Appalachian State University,Boone,NC,South,Graduate,Public,CoEd,0.6266,1148,16116,6553,7670,34,20000,-81.6745517,36.216795
Piedmont International University,Winston-Salem,NC,South,Graduate,Private,CoEd,0.4607,937,190,9580,2941,54,20427,-80.244216,36.0998596
North Carolina State University at Raleigh,Raleigh,NC,South,Graduate,Public,CoEd,0.516,1253,22925,8296,8440,34,20500,-78.6381787,35.7795897
University of North Carolina Wilmington,Wilmington,NC,South,Graduate,Public,CoEd,0.5855,1145,12686,6392,7830,44,20584,-77.9447102,34.2257255
University of North Carolina at Pembroke,Pembroke,NC,South,Graduate,Public,CoEd,0.7326,930,5303,5287,6359,140,21000,-79.1950373,34.6801626
Fayetteville State University,Fayetteville,NC,South,Graduate,Public,CoEd,0.5032,892,4862,4655,8173,106,21278,-78.8783585,35.0526641
University of North Carolina at Asheville,Asheville,NC,South,Graduate,Public,CoEd,0.7314,1191,3425,6392,7611,47,21451.5,-82.5514869,35.5950581
St Andrews University,Laurinburg,NC,South,Graduate,Private,CoEd,0.5713,940,601,23682,5411,143,21562,-79.4628248,34.7740494
Western Carolina University,Cullowhee,NC,South,Graduate,Public,CoEd,0.4311,1035,8603,6305,7445,70,21810,-83.1765333,35.3137111
North Carolina Wesleyan College,Rocky Mount,NC,South,Bachelor,Private,CoEd,0.5326,923,1864,27400,5457,142,22555,-77.7905339,35.9382103
University of North Carolina at Greensboro,Greensboro,NC,South,Graduate,Public,CoEd,0.6073,1043,14497,6454,8058,60,22864,-79.7919754,36.0726354
University of North Carolina at Charlotte,Charlotte,NC,South,Graduate,Public,CoEd,0.6409,1079,22120,6277,8490,55,23187,-80.8431267,35.2270869
Warren Wilson College,Swannanoa,NC,South,Graduate,Private,CoEd,0.7177,1134,819,30852,6097,41,23250,-82.3998431,35.5978935
High Point University,High Point,NC,South,Graduate,Private,CoEd,0.8019,1096,4197,31480,7203,65,23250,-80.0053176,35.9556923
William Peace University,Raleigh,NC,South,Bachelor,Private,CoEd,0.6291,890,1077,24650,5840,61,23500,-78.6381787,35.7795897
Elon University,Elon,NC,South,Graduate,Private,CoEd,0.5393,1225,5782,31247,8936,9,23951,-79.5115433,36.0982762
Gardner-Webb University,Boiling Springs,NC,South,Graduate,Private,CoEd,0.6712,1020,2688,27080,6481,80,23988,-81.6670407,35.254292
Campbell University,Buies Creek,NC,South,Graduate,Private,CoEd,0.6806,1025,4228,27530,8359,44,23992.5,-78.7355728,35.4132168
Pfeiffer University,Misenheimer,NC,South,Graduate,Private,CoEd,0.4723,948,951,25855,5929,84,24000,-80.2883904,35.4848625
East Carolina University,Greenville,NC,South,Graduate,Public,CoEd,0.7728,1036,21207,6143,7965,51,24360,-77.3663538,35.612661
Tennessee Temple University,Winston Salem,NC,South,Graduate,Private,CoEd,0.5817,962,496,12460,2197,193,24500,-80.244216,36.0998596
Salem College,Winston-Salem,NC,South,Graduate,Private,Women,0.5985,1102,946,25356,6055,56,25000,-80.244216,36.0998596
Greensboro College,Greensboro,NC,South,Graduate,Private,CoEd,0.7311,876,741,26850,5881,124,26000,-79.7919754,36.0726354
Queens University of Charlotte,Charlotte,NC,South,Graduate,Private,CoEd,0.7845,1051,1621,30910,7196,39,26000,-80.8431267,35.2270869
Elizabeth City State University,Elizabeth City,NC,South,Graduate,Public,CoEd,0.49,866,1763,4498,7590,183,26000,-76.2510461,36.2946008
Wingate University,Wingate,NC,South,Graduate,Private,CoEd,0.7506,1001,1941,26300,7359,34,26500,-80.4492319,34.9843176
University of North Carolina School of the Arts,Winston-Salem,NC,South,Graduate,Public,CoEd,0.432,1116,852,8363,6796,35,26922.5,-80.244216,36.0998596
Belmont Abbey College,Belmont,NC,South,Bachelor,Private,CoEd,0.6923,1000,1545,18500,4534,136,27000,-81.037297,35.2429175
Mars Hill University,Mars Hill,NC,South,Graduate,Private,CoEd,0.6209,924,1396,27590,5079,168,27000,-82.5492999,35.8264981
Barton College,Wilson,NC,South,Graduate,Private,CoEd,0.3846,962,998,26664,5817,112,27000,-77.9155395,35.7212689
Methodist University,Fayetteville,NC,South,Graduate,Private,CoEd,0.5594,962,2171,29080,6986,86,27000,-78.8783585,35.0526641
Winston-Salem State University,Winston-Salem,NC,South,Graduate,Public,CoEd,0.6016,859,4743,5583,7902,132,27000,-80.244216,36.0998596
University of Mount Olive,Mount Olive,NC,South,Bachelor,Private,CoEd,0.4685,902,3258,17800,6416,89,27250,-78.0663788,35.1965531
Montreat College,Montreat,NC,South,Graduate,Private,CoEd,0.4606,1016,647,23520,4890,53,27498,-82.3028972,35.6442841
North Carolina A & T State University,Greensboro,NC,South,Graduate,Public,CoEd,0.57,910,8894,5642,8732,144,28500,-79.7919754,36.0726354
North Carolina Central University,Durham,NC,South,Graduate,Public,CoEd,0.4322,886,5554,5526,7715,132,31000,-78.898619,35.9940329
Johnson C Smith University,Charlotte,NC,South,Bachelor,Private,CoEd,0.4225,808,1375,18236,6127,181,31142,-80.8431267,35.2270869
Chowan University,Murfreesboro,NC,South,Bachelor,Private,CoEd,0.5981,773,1478,22900,6335,176,32000,-77.0985752,36.4423754
Mid-Atlantic Christian University,Elizabeth City,NC,South,Bachelor,Private,CoEd,0.3789,983,195,12800,5195,95,33500,-76.2510461,36.2946008
Saint Augustine's University,Raleigh,NC,South,Bachelor,Private,CoEd,0.7403,740,1016,17890,5253,187,35198,-78.6381787,35.7795897
Livingstone College,Salisbury,NC,South,Bachelor,Private,CoEd,0.6425,720,1301,16825,5108,190,41000,-80.4742261,35.6709727
Minot State University,Minot,ND,Midwest,Graduate,Public,CoEd,0.5768,1035,2570,6225,6404,65,18951,-101.2922906,48.2329668
Dickinson State University,Dickinson,ND,Midwest,Bachelor,Public,CoEd,0.6103,957,1231,6050,6239,61,19500,-102.7896242,46.8791756
Valley City State University,Valley City,ND,Midwest,Graduate,Public,CoEd,0.9027,1020,952,6674,5786,75,21550,-98.0031547,46.9233129
University of Mary,Bismarck,ND,Midwest,Graduate,Private,CoEd,0.7865,1050,1928,15665,2997,52,22722,-100.7837392,46.8083268
North Dakota State University-Main Campus,Fargo,ND,Midwest,Graduate,Public,CoEd,0.8274,1092,11763,7940,7753,37,24000,-96.7898034,46.8771863
University of North Dakota,Grand Forks,ND,Midwest,Graduate,Public,CoEd,0.86,1090,10978,7741,8565,35,24000,-97.0328547,47.9252568
University of Jamestown,Jamestown,ND,Midwest,Graduate,Private,CoEd,0.6436,1178,866,19170,6412,53,27000,-98.7084357,46.9105438
Trinity Bible College,Ellendale,ND,Midwest,Bachelor,Private,CoEd,0.3645,946,212,14620,3513,100,27592,-98.5270458,46.0027502
Grace University,Omaha,NE,Midwest,Graduate,Private,CoEd,0.4462,1064,387,19290,4798,31,17625,-95.9979883,41.2523634
University of Nebraska at Omaha,Omaha,NE,Midwest,Graduate,Public,CoEd,0.785,1050,11989,6750,7912,50,20000,-95.9979883,41.2523634
University of Nebraska at Kearney,Kearney,NE,Midwest,Graduate,Public,CoEd,0.8411,1049,5081,6586,7076,45,20700,-99.0816784,40.6993303
University of Nebraska-Lincoln,Lincoln,NE,Midwest,Graduate,Public,CoEd,0.6989,1146,19979,8170,10194,35,21500,-96.6851982,40.8257625
Doane University-Arts & Sciences,Crete,NE,Midwest,Bachelor,Private,CoEd,0.7935,1060,1064,27200,5852,32,22158.5,-96.9615141,40.6252173
Creighton University,Omaha,NE,Midwest,Graduate,Private,CoEd,0.7267,1200,3977,35360,8908,20,23250,-95.9979883,41.2523634
Bryan College of Health Sciences,Lincoln,NE,Midwest,Graduate,Private,CoEd,0.573,1050,588,13592,6431,22,24280.5,-96.6851982,40.8257625
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,Midwest,Graduate,Private,CoEd,0.8261,1090,742,13614,5999,20,24688,-95.9979883,41.2523634
Midland University,Fremont,NE,Midwest,Graduate,Private,CoEd,0.6018,1010,1236,28150,5923,96,25250,-96.4981467,41.4333909
Clarkson College,Omaha,NE,Midwest,Graduate,Private,CoEd,0.6134,990,739,13352,5569,31,26000,-95.9979883,41.2523634
Concordia University-Nebraska,Seward,NE,Midwest,Graduate,Private,CoEd,0.7661,1067,1232,25950,6191,20,26000,-97.0984927,40.9078784
York College,York,NE,Midwest,Bachelor,Private,CoEd,0.4076,970,402,16080,5197,60,26540,-97.5920867,40.8673915
Union College,Lincoln,NE,Midwest,Graduate,Private,CoEd,0.5214,1030,747,21080,5383,35,27000,-96.6851982,40.8257625
Nebraska Wesleyan University,Lincoln,NE,Midwest,Graduate,Private,CoEd,0.7814,1124,1803,28500,6356,16,27000,-96.6851982,40.8257625
Hastings College,Hastings,NE,Midwest,Graduate,Private,CoEd,0.6965,1079,1135,26280,6376,50,27000,-98.3898726,40.5862583
Dartmouth College,Hanover,NH,Northeast,Graduate,Private,CoEd,0.115,1444,4184,48108,13346,17,12000,-72.2895526,43.7022451
Rivier University,Nashua,NH,Northeast,Graduate,Private,CoEd,0.6256,962,1433,28900,6436,21,25500,-71.467566,42.7653662
Keene State College,Keene,NH,Northeast,Graduate,Public,CoEd,0.7859,965,4662,12864,8748,48,26000,-72.2781409,42.933692
Franklin Pierce University,Rindge,NH,Northeast,Graduate,Private,CoEd,0.843,949,1731,31782,5371,47,27000,-72.0098021,42.7511964
University of New Hampshire at Manchester,Manchester,NH,Northeast,Bachelor,Public,CoEd,0.7008,1010,718,13768,9826,20,27000,-71.4547891,42.9956397
University of New Hampshire-Main Campus,Durham,NH,Northeast,Graduate,Public,CoEd,0.8002,1104,12591,16552,11336,20,27000,-70.9264393,43.1339545
Princeton University,Princeton,NJ,Northeast,Graduate,Private,CoEd,0.0744,1491,5258,41820,16242,24,7500,-74.6672226,40.3572976
New Jersey City University,Jersey City,NJ,Northeast,Graduate,Public,CoEd,0.7659,890,6163,10852,9923,72,17500,-74.0776417,40.7281575
Rowan University,Glassboro,NJ,Northeast,Graduate,Public,CoEd,0.4357,1103,11690,12616,9050,35,21500,-75.1118422,39.7028923
Stockton University,Galloway,NJ,Northeast,Graduate,Public,CoEd,0.6475,1078,7676,12568,9431,41,21500,-74.5596879,39.4928235
New Jersey Institute of Technology,Newark,NJ,Northeast,Graduate,Public,CoEd,0.6339,1168,6748,15648,11139,41,21500,-74.1723667,40.735657
Rutgers University-Camden,Camden,NJ,Northeast,Graduate,Public,CoEd,0.6038,1025,4801,13683,10444,35,21745,-75.1196199,39.9259463
Rutgers University-New Brunswick,New Brunswick,NJ,Northeast,Graduate,Public,CoEd,0.605,1215,34094,13813,10979,35,21745,-74.4518188,40.4862157
Rutgers University-Newark,Newark,NJ,Northeast,Graduate,Public,CoEd,0.6275,1035,6841,13297,12339,35,21745,-74.1723667,40.735657
Ramapo College of New Jersey,Mahwah,NJ,Northeast,Graduate,Public,CoEd,0.5332,1082,5447,13388,9809,34,22500,-74.1435843,41.0886216
College of Saint Elizabeth,Morristown,NJ,Northeast,Graduate,Private,Women,0.5759,843,862,31095,6566,46,23000,-74.4815438,40.7967667
Montclair State University,Montclair,NJ,Northeast,Graduate,Public,CoEd,0.6683,975,15676,11540,9590,26,23000,-74.2090053,40.8259007
The College of New Jersey,Ewing,NJ,Northeast,Graduate,Public,CoEd,0.4897,1213,6407,15024,9699,13,23250,-74.7909125,40.2599864
Kean University,Union,NJ,Northeast,Graduate,Public,CoEd,0.7036,907,11938,11244,9226,61,24500,-74.2631635,40.6975898
Felician University,Lodi,NJ,Northeast,Graduate,Private,CoEd,0.8416,870,1629,30605,6233,46,25000,-74.0831971,40.8823215
Saint Peter's University,Jersey City,NJ,Northeast,Graduate,Private,CoEd,0.569,899,2409,33232,8655,71,25000,-74.0776417,40.7281575
Seton Hall University,South Orange,NJ,Northeast,Graduate,Private,CoEd,0.7554,1133,5609,36926,9184,25,25000,-74.2609903,40.7489277
William Paterson University of New Jersey,Wayne,NJ,Northeast,Graduate,Public,CoEd,0.7458,980,9508,12244,10489,60,25000,-74.2765441,40.9253725
Centenary College,Hackettstown,NJ,Northeast,Graduate,Private,CoEd,0.8191,926,1612,30942,6781,46,25437.5,-74.8290555,40.8539879
Georgian Court University,Lakewood,NJ,Northeast,Graduate,Private,CoEd,0.6806,945,1423,30998,8166,47,25700,-74.2097014,40.082129
Caldwell University,Caldwell,NJ,Northeast,Graduate,Private,CoEd,0.6393,950,1596,30050,8056,56,26040,-74.2765366,40.8398218
Rider University,Lawrenceville,NJ,Northeast,Graduate,Private,CoEd,0.7091,1026,4188,36830,11388,44,26174,-74.7361013,40.3016375
Fairleigh Dickinson University-College at Florham,Madison,NJ,Northeast,Graduate,Private,CoEd,0.8075,1031,2359,38236,7503,47,26250,-74.417097,40.7598227
Monmouth University,West Long Branch,NJ,Northeast,Graduate,Private,CoEd,0.7419,1055,4584,32310,8446,36,26250,-74.0176381,40.2903891
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,Northeast,Graduate,Private,CoEd,0.8011,944,3870,35880,8529,47,26250,-74.0116536,40.8932469
Drew University,Madison,NJ,Northeast,Graduate,Private,CoEd,0.7017,1118,1356,45364,8724,30,27000,-74.417097,40.7598227
Stevens Institute of Technology,Hoboken,NJ,Northeast,Graduate,Private,CoEd,0.4378,1346,2842,45366,11554,22,27532.5,-74.0323626,40.7439905
Bloomfield College,Bloomfield,NJ,Northeast,Graduate,Private,CoEd,0.634,810,1933,26750,8004,104,30500,-74.1854209,40.8067546
New Mexico Military Institute,Roswell,NM,West,Associate,Public,CoEd,0.3989,945,459,4536,5832,154,7577.5,-104.5230242,33.3942655
Eastern New Mexico University-Main Campus,Portales,NM,West,Graduate,Public,CoEd,0.6306,935,3731,4858,6638,162,15750,-103.3343978,34.1861922
New Mexico Institute of Mining and Technology,Socorro,NM,West,Graduate,Public,CoEd,0.3639,1193,1525,6256,7852,52,16006,-106.8914159,34.0583995
